product_name,protein_value,fat_value,carbohydrate_value,kcal_value
Крекер Tuc Cheezzz,8.5,24.2,57.5,485
Крекер Tuc Original,8.100000381,22,61.5,479
Крем Zero сливочный Coco Jamboo с добавлением кокосовой стружки,1.799999952,19,5.8,202
Крем Zero сливочный Toffee Jamboo со вкусом карамели,2,17.3,8.2,196
Крем взбитый Альпенгурт Премиум,2.599999905,18,9,207
Крем взбитый Альпенгурт Шоколадные мечты,2.799999952,24,13,281
Крем для торта Dr.Oetker шоколадный,15.89999962,28.6,34,457
Крем кондитерский,0.200000003,26,16.5,300
Крем суфле Егорьевская ФКГ Постный с грибами,5,42,3.5,412
Крем-десерт Fitelle Вареное сгущенное молоко без сахара,6.099999905,13.7,16.7,215
Крем-десерт Fitelle Сгущенное молоко без сахара,6.099999905,13.7,16.7,215
Крем-мёд натуральный,0.800000012,0,80.3,328
Крем-паштет Дымов вегетарианский с грибами,7,23,3,247
Крем-паштет Дымов вегетарианский с жареным луком,7,24,3,256
Крем-суп Gallina Blanca Грибной по-итальянски,8.5,5,59,330
Крем-суп Knorr Томатный по-итальянски,8.5,1.5,62,300
Крендель,8.199999809,3.1,69.3,338
Кресс-салат,2.299999952,0.1,1.3,11
Кровянка,9,19.5,14.5,274
Крокодиловое мясо,26,0.7,0,110
Кролик,21,8,0,156
Кролик жареный,25,6,0,155
Кроличий фарш,19.5,7.4,0.7,147
Кроличьи почки,12.5,1.8,0,66
Кроличья печень,19,10,0,166
Кроличья печень вареная,22.20000076,11.7,0,194
Круассан Черёмушки без начинки,8,28.8,41.6,461
Круассан Черёмушки с абрикосовой начинкой,5.5,19.7,47,390
Круассан Черёмушки с карамельной начинкой,6.400000095,21.2,40.3,379
Круассан Черёмушки с клубничной начинкой,5.5,19.7,47,390
Круассан Черёмушки с шоколадно-ореховой начинкой,6.300000191,28.3,46.2,465
Круассан Черёмушки со сливочной начинкой,5.699999809,28.5,46.2,467
Круггетсы Горячая штучка Сочные,12,20,8,260
Крупа Увелка Дружба рис и пшено,8,1,77,350
Крутоны,10.10000038,9.7,71.7,426
Крыжовник,0.699999988,0.2,12,43
Крылышки Горячая штучка хрустящие,16.5,15,7.5,231
Ксилит,0,0,97.9,367
Кукумария,7.300000191,0.6,0,35
Кукуруза 4 сезона сладкая в зёрнах,11.39999962,4.2,38.6,238
Кукуруза 6 соток сладкая,2.200000048,0,11.2,58
Кукуруза Globus сахарная в зернах,2.900000095,0.6,9.9,58
Кукуруза Green Ray деликатесная сладкая,2.200000048,0,11.2,58
Кукуруза Hortex,3.599999905,1.4,19.3,111
Кукуруза Бондюэль золотистая,3.200000048,1,18.6,96
Кукуруза Бондюэль Молодая сладкая,2.900000095,1.9,10.8,80
Кукуруза Бондюэль сладкая в зёрнах,3.299999952,2.3,14.7,93
Кукуруза Бондюэль сладкая в зернах в вакуумной упаковке,3.900000095,1.3,22,115
Кукуруза варёная,4.099999905,2.3,22.5,123
Кукуруза мини,3.099999905,1.6,21.8,114
Кукуруза сладкая в початках,3.5,2.8,15.6,101
Кукуруза сладкая консервированная,2.200000048,0,11.2,58
Кукурузная каша Малютка безмолочная,7,1,84.5,375
Кукурузная кашка Heinz низкоаллергенная без молока,7.800000191,3,80.4,380
Кукурузная кашка Heinz тыква чернослив морковочка молочная,12.89999962,6.4,71.2,394
Кукурузная крупа Makfa,8.300000191,1.2,71,328
Кукурузная крупа Makfa в пакетиках,8.300000191,1.2,71,328
Кукурузная манка Гарнец безглютеновая,23,1.6,50.8,314
Кукурузные палочки,8.300000191,1.2,75,325
Кукурузные палочки без сахара Царевны полей,8.300000191,1.2,70.6,336
Кукурузные палочки сладкие,4.699999809,13,82.9,467
Кукурузные палочки ФрутоНяня Яблоко-банан,6,0,78,345
Кукурузные хлопья,6.900000095,2.5,83.6,363
Кукурузные хлопья 365 дней,7.5,1.5,78,360
Кукурузные хлопья Алтайская сказка,8.300000191,1.2,75,325
Кукурузные хлопья На здоровье Кунцево,6.5,1,89,390
Кулич пасхальный магазинный,5.5,15.8,43.3,331
Кумжа,16.70000076,3.6,0,104
Кумкват,1.899999976,0.9,9.4,71
Кумкват сушёный,3.799999952,0,80.1,284
Кумыс из кобыльего молока,2.099999905,1.9,5,50
Кумыс из коровьего молока,3,0.1,6.3,41
Кумыс из коровьего молока обезжиренный,1.5,0.1,2.1,15
Кунжут,19.39999962,48.7,12.2,565
Кунжут чёрный,19.39999962,48.4,12.2,565
Купаты Ассорти Останкино,10.60000038,32.3,0,331
Купаты Боярские Индилайт,11,34,0,350
Купырь (кервель),3.200000048,0.3,7.3,45
Курага,5.199999809,0.3,51,215
Куриная голень,18,14,0,198
Куриная голень вареная без кожи,27,5.6,0,158
Куриная грудка,23.60000038,1.9,0.4,113
Куриная грудка вареная,29.79999924,1.8,0.5,137
Куриная грудка копченая,18,5,0,117
Куриная грудка на пару,23.60000038,1.9,0,113
Куриная кожа,18,15.6,0,212
Куриная печень,19.10000038,6.3,0.6,136
Куриная печень вареная,25.89999962,6.2,2,166
Куриная печень жареная,30.79999924,8.9,2,210
Курино-говяжий фарш Мираторг охлаждённый,19,15,0,210
Куриное мясо в собственном соку,16,20,0,240
Куриное сердце,15.80000019,10.3,0.8,159
Куриное сердце вареное,20,10.9,1.1,182
Куриное филе,23.10000038,1.2,0,110
Куриное филе Агрокомплекс,21,5,0,129
Куриное филе вареное,30.39999962,3.5,0,153
Куриное филе сыровяленое,52.79999924,9,0,292
Куриное филе-медальон Мираторг,13.30000019,8.1,15.5,188
Куриные бедра,21.29999924,11,0.1,185
Куриные бедра Благояр филе без кожи,21,5,0,130
Куриные биточки сливочные Троекурово,14,7,8.5,153
Куриные желудки,18.20000076,4.2,0.6,114
Куриные желудки мышечные цыплят-бройлеров ПФ Северная,20,7,0,140
Куриные зразы с грибами и сыром Троекурово,14,7.5,8.4,157
Куриные крылышки,19.20000076,12.2,0,186
Куриные крылышки копченые,29.89999962,19.5,0,290
Куриные лапки,19.39999962,14.6,0.2,215
Куриные ножки маринованные,17,14,1.7,200
Куриные окорочка,16.79999924,10.2,0,158
Куриные окорочка без кожи,14.5,10.2,0,155
Куриные окорочка копченые,10,20,0,220
Куриные потроха,18.29999924,5.2,1.4,130
Куриные фрикадельки Веснушки,13.80000019,8.7,7.6,164
Куриные шейки,14.69999981,26.4,0,297
Куриный рулет,16,26,0,310
Куриный рулет Рококо с черносливом и грецким орехом для запекания,14,17,3,220
Куриный суповой набор,16.5,12.6,0.4,181
Куриный фарш,17.39999962,8.1,0,143
Куриный фарш жирный,21.29999924,11,0.1,185
Куриный фарш Петелинка из филе грудки Премиум,12,16,2.5,200
Куриный фарш Самсон 5%,16,5,0,105
Куриный фарш филейный Троекурово,21,5,0,130
Куриный фонарик копчено-вареный,11,5,2,97
Куриный шницель рубленый Троекурово,14.69999981,12.8,9.9,210
Курица,16,14,0,190
Курица 1 крыло KFC,16.60000038,20.7,15.4,314
Курица 1 ножка KFC,21.39999962,12.6,10.1,239
Курица 1 стрипс оригинальный,24.5,15.2,13.7,290
